Title;Description;Show_type;runtime;Release_year;genres;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
The Headless Horseman;The village of Sleepy Hollow is getting ready to greet the new schoolteacher, Ichabod Crane, who is coming from New York. Crane has already heard of the village's legendary ghost, a headless horseman who is said to be searching for the head that he lost in battle. The schoolteacher has barely arrived when he begins to pursue the beautiful young heiress Katrina Van Tassel, angering Abraham Van Brunt, who is courting her. Crane's harsh, small-minded approach to teaching also turns some of the villagers against him. Soon there many who would like to see him leave the village altogether.;MOVIE;76;1922;['horror', 'comedy', 'drama'];4.9;299;0.747;5.5
Sherlock Holmes and the Secret Weapon;In the midst of World War II, Sherlock Holmes rescues the Swiss inventor of a new bomb-sight from the Gestapo and brings him to England, where he shortly falls into the clutches of Professor Moriarty.;MOVIE;68;1943;['thriller', 'crime', 'drama'];6.5;5948;4.593;6.3
The Kennel Murder Case;Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue.;MOVIE;73;1933;['crime'];6.9;3447;2.496;6.3
The Woman in Green;Sherlock Holmes investigates when young women around London turn up murdered, each with a finger severed. Scotland Yard suspects a madman, but Holmes believes the killings to be part of a diabolical plot.;MOVIE;68;1945;['thriller', 'crime', 'drama'];6.6;6065;8.992;6.5
Wonder Man;Boisterous nightclub entertainer Buzzy Bellew was the witness to a murder committed by gangster Ten Grand Jackson. One night, two of Jackson's thugs kill Buzzy and dump his body in the lake at Prospect Park in Brooklyn. Buzzy comes back as a ghost and summons his bookworm twin, Edwin Dingle, to Prospect Park so that he can help the police nail Jackson.;MOVIE;98;1945;['fantasy', 'comedy'];6.9;2228;3.373;6.5
At War with the Army;Two former nightclub partners are now enlisted in the Army. Sergeant Puccinelli ranks above his former partner, Private First Class Korwin. Puccinelli is desperately trying to get transferred from his dull job to active duty overseas. Meanwhile, all Korwin wants is a pass to see his wife and new baby.;MOVIE;93;1950;['comedy', 'war'];5.5;2373;3.857;5.4
Fear in the Night;The dream is unusually vivid: Bank employee Vince Grayson finds himself murdering a man in a sinister octagonal-shaped room lined with mirrors while a mysterious woman breaks into a safe. It is so vivid that Vince suspects it may have really happened. To get the dream off his mind, he goes on a picnic with some relatives. When a thunderstorm forces his party into a nearby mansion, Vince discovers that the bizarre room does exist, and it means nothing but trouble.;MOVIE;72;1947;['thriller', 'crime', 'drama'];6.4;1549;3.838;5.5
San Pietro;This documentary movie is about the battle of San Pietro, a small village in Italy. Over 1,100 US soldiers were killed while trying to take this location, that blocked the way for the Allied forces from the Germans.;MOVIE;32;1945;['war', 'documentation'];;;2.659;6.1
Becky Sharp;The first feature length film to use three-strip Technicolor film. Adapted from a play that was adapted from William Makepeace Thackeray's book "Vanity Fair", the film looks at the English class system during the Napoleonic Wars era.;MOVIE;84;1935;['drama', 'romance', 'war'];5.9;1097;2.191;5.8
Gulliver's Travels;Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the Princess and Prince of the opposing lands. In this he is alternately aided and hampered by the Lilliputian town crier and general fussbudget, Gabby. A life-threatening situation develops when the bumbling trio of Blefiscu spies, Sneak, Snoop, and Snitch, manage to steal Gulliver's pistol.;MOVIE;76;1939;['action', 'animation', 'family', 'comedy', 'fantasy', 'romance'];6.6;4330;5.762;6.3
The Inspector General;An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.;MOVIE;101;1949;['romance', 'comedy'];6.7;3295;3.945;6.4
The Vampire Bat;When the villagers of Klineschloss start dying of blood loss, the town fathers suspect a resurgence of vampirism. While police inspector Karl remains skeptical, scientist Dr. von Niemann cares for the vampire's victims one by one, and suspicion falls on simple-minded Herman Gleib because of his fondness for bats. A blood-thirsty mob hounds Gleib to his death, but the vampire attacks don't stop.;MOVIE;64;1933;['horror', 'thriller', 'drama', 'romance', 'scifi'];5.7;2558;4.216;5.4
Svengali;A music maestro uses hypnotism on a young model he meets in Paris to make her both his muse and wife.;MOVIE;81;1931;['horror', 'fantasy', 'drama', 'romance', 'scifi'];6.8;2027;1.237;6
Pot o' Gold;Jimmy, the owner of a failed music shop, goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices. Soon, Jimmy finds himself trying to help the band by getting them gigs and trying to reconcile the family with his uncle.;MOVIE;86;1941;['romance', 'comedy'];6;1745;2.255;6.3
My Favorite Brunette;Baby photographer Ronnie Jackson, on death row in San Quentin, tells reporters how he got there: taking care of his private-eye neighbor's office, Ronnie is asked by the irresistible Baroness Montay to find the missing Baron. There follow confusing but sinister doings in a gloomy mansion and a private sanatorium, with every plot twist a parody of thriller cliches.;MOVIE;87;1947;['thriller', 'crime', 'romance', 'comedy'];6.8;3404;3.368;6.8
Within Our Gates;Abandoned by her fiancé, an educated negro woman with a shocking past dedicates herself to helping a near bankrupt school for impoverished negro youths.;MOVIE;74;1920;['drama', 'romance'];6.4;3098;4.79;5.7
Way Down East;A naive country girl is tricked into a sham marriage by a wealthy womanizer, then must rebuild her life despite the taint of having borne a child out of wedlock.;MOVIE;145;1920;['romance', 'drama'];7.4;5460;5.858;7
Ghosts on the Loose;The East Side Kids try to fix up a house for newlyweds, but find the place next door "haunted" by mysterious men.;MOVIE;67;1943;['comedy', 'action', 'thriller'];5;1367;3.019;4.6
My Foolish Heart;After a long absence, Mary Jane visits her schoolfriend Eloise, and Eloise's daughter Ramona. Eloise drinks too much and is unhappily married to Lew Wengler. Eloise falls asleep and remembers her time with her true love, Walt Dreiser, at the beginning of the Second World War. She recalls the events that lead up to her split with Mary Jane, and how Lew married Eloise rather than Mary Jane.;MOVIE;98;1950;['drama', 'romance'];6.9;1055;2.368;7.4
Terror by Night;Holmes and Watson board a passenger train bound from London to Edinburgh, to guard the Star of Rhodesia, an enormous diamond worth a fortune belonging to an elderly woman of wealth, but within the first hour of the trip, the woman's son is murdered and the diamond stolen and any of the passengers in their car could be the killer thief.;MOVIE;60;1946;['thriller', 'drama', 'crime'];6.8;6070;5.282;6.7
Till the Clouds Roll By;Light bio-pic of American Broadway pioneer Jerome Kern, featuring renditions of the famous songs from his musical plays by contemporary stage artists, including a condensed production of his most famous: 'Showboat'.;MOVIE;132;1946;['music'];6.3;2406;2.711;5.6
King of the Zombies;During World War II, a small plane somewhere over the Caribbean runs low on fuel and is blown off course by a storm. Guided by a faint radio signal, they crash-land on an island. The passenger, his manservant and the pilot take refuge in a mansion owned by a doctor. The quick-witted yet easily-frightened manservant soon becomes convinced the mansion is haunted by zombies and ghosts.;MOVIE;67;1941;['comedy', 'horror'];5.2;2206;3.763;5.3
Our Daily Bread;John and Mary sims are city-dwellers hit hard by the financial fist of The Depression. Driven by bravery (and sheer desperation) they flee to the country and, with the help of other workers, set up a farming community - a socialist mini-society based upon the teachings of Edward Gallafent. The newborn community suffers many hardships - drought, vicious raccoons and the long arm of the law - but ultimately pull together to reach a bread-based Utopia.;MOVIE;80;1934;['romance', 'drama'];7;1968;3.615;7.1
Judge Priest;Judge Priest, a proud Confederate veteran, restores the justice in a small town in the Post-Bellum Kentucky using his common sense and his great sense of humanity.;MOVIE;80;1934;['comedy', 'drama', 'romance'];6.2;2196;2.996;6.5
Angel and the Badman;Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Penelope. He develops an affection for the family and their faith, but his troubled past follows him.;MOVIE;100;1947;['western', 'romance'];6.8;5913;5.926;6.5
That Uncertain Feeling;A happily married woman sees a psychoanalyst and develops doubts about her husband.;MOVIE;84;1941;['romance', 'comedy'];6.6;2676;2.747;6.6
The Emperor Jones;Unscrupulously ambitious, Brutus Jones escapes from jail after killing a guard and through bluff and bravado he finds himself the emperor of a Caribbean island.;MOVIE;75;1933;['drama', 'music'];6.4;1077;1.946;5.9
The Mad Monster;A mad scientist changes his simple-minded handyman into a werewolf in order to prove his supposedly crazy scientific theories - and exact revenge.;MOVIE;77;1942;['horror', 'drama', 'romance', 'scifi'];3.5;1743;3.158;3.2
The North Star;A Ukrainian village must suddenly contend with the Nazi invasion of June 1941.;MOVIE;108;1943;['drama', 'war', 'romance'];5.9;1510;2.467;5.9
Revolt of the Zombies;The story is set in Cambodia in the years following WWI. Evil Count Mazovia (Roy D'Arcy) has come into possession of the secret methods by which men can be transformed into walking zombies and uses these unholy powers to create a race of slave laborers. An expedition is sent to the ruins of Angkor Wat, in hopes of ending Mazovia's activities once and for all. Unfortunately, Armand (Dean Jagger), one of the members of the expedition, has his own agenda.;MOVIE;65;1936;['horror'];3.4;1693;2.739;3.3
Tulsa;It's Tulsa, Oklahoma at the start of the oil boom and Cherokee Lansing's rancher father is killed in a fight with the Tanner Oil Company. Cherokee plans revenge by bringing in her own wells with the help of oil expert Brad Brady and childhood friend Jim Redbird. When the oil and the money start gushing in, both Brad and Jim want to protect the land but Cherokee has different ideas. What started out as revenge for her father's death has turned into an obsession for wealth and power.;MOVIE;90;1949;['drama', 'western', 'romance', 'action'];6.2;1197;2.557;6.1
Africa Screams;When bookseller Buzz cons Diana into thinking that his friend Stanley knows all there is to know about Africa, they are abducted and ordered to lead Diana and her henchmen to an African tribe in search of a fortune in jewels.;MOVIE;140;1949;['comedy', 'action'];6;3776;4.447;6.2
Bluebeard;Young female models are being strangled. Will law enforcement be able to stop the crime wave before more women become victims?;MOVIE;71;1944;['crime', 'horror', 'thriller'];5.9;1892;2.089;5.8
